student_id,age,engagement_level,task_type,task_difficulty,time_spent_on_task,accuracy_of_responses,emotion_score,frustration_level,skill_gap,personalized_feedback,optimized_learning_path,learning_progress,progress_category
247,12,2.16,Speaking,Hard,542,98,-0.12,3,Pronunciation,Improve pronunciation.,Writing → Reading → Listening,44.95,Medium
247,17,9.67,Listening,Medium,211,65,0.5,8,Grammar,Focus on synonyms.,Listening → Speaking → Writing,27.28,Low
247,10,7.15,Grammar,Easy,277,81,0.68,10,None,Improve pronunciation.,Writing → Reading → Listening,29.88,Low
247,10,9.57,Listening,Easy,326,57,0.86,1,Grammar,Good progress.,Reading → Grammar → Speaking,24.62,Low
247,17,4.27,Reading,Easy,59,98,0.16,10,Pronunciation,Improve pronunciation.,Reading → Grammar → Speaking,36.78,Low
248,13,4.75,Reading,Hard,331,62,0.56,7,Pronunciation,Focus on synonyms.,Listening → Speaking → Writing,22.77,Low
248,11,8.98,Writing,Medium,505,60,-0.01,10,Vocabulary,Focus on synonyms.,Reading → Grammar → Speaking,31.59,Low
248,16,5.25,Grammar,Medium,381,69,-0.92,0,None,Good progress.,Listening → Speaking → Writing,25.06,Low
248,13,7.07,Writing,Hard,511,67,-0.69,7,None,Practice grammar rules.,Writing → Reading → Listening,29.81,Low
248,17,2.52,Listening,Medium,346,86,-0.74,2,Grammar,Improve pronunciation.,Listening → Speaking → Writing,34.29,Low
248,12,4.47,Speaking,Medium,426,55,-0.66,4,None,Improve pronunciation.,Reading → Grammar → Speaking,23.39,Low
248,17,1.23,Writing,Easy,118,69,-0.98,0,Grammar,Focus on synonyms.,Reading → Grammar → Speaking,18.79,Low
248,13,2.06,Reading,Medium,263,81,0.72,0,Pronunciation,Focus on synonyms.,Listening → Speaking → Writing,37.24,Low
248,15,0.01,Grammar,Medium,197,95,0.12,5,Vocabulary,Practice grammar rules.,Writing → Reading → Listening,37.1,Low
248,10,0.39,Listening,Hard,155,93,-0.23,2,Pronunciation,Focus on synonyms.,Listening → Speaking → Writing,42.97,Medium
249,10,9.77,Reading,Hard,149,78,-0.18,7,Grammar,Focus on synonyms.,Reading → Grammar → Speaking,36.43,Low
249,14,2.42,Speaking,Easy,457,53,-0.07,3,Grammar,Focus on synonyms.,Writing → Reading → Listening,22.87,Low
249,14,6.63,Grammar,Hard,219,56,-0.85,5,Vocabulary,Focus on synonyms.,Listening → Speaking → Writing,24.93,Low
249,17,8.39,Speaking,Easy,457,92,-0.45,9,Pronunciation,Practice grammar rules.,Listening → Speaking → Writing,50.61,Medium
249,16,5.51,Speaking,Easy,589,69,0.7,8,None,Improve pronunciation.,Listening → Speaking → Writing,25.44,Low
249,12,1.53,Grammar,Medium,231,83,0.49,7,Vocabulary,Improve pronunciation.,Reading → Grammar → Speaking,35.42,Low
249,15,7.28,Grammar,Easy,88,85,0.13,3,None,Improve pronunciation.,Reading → Grammar → Speaking,38.08,Low
249,11,6.0,Speaking,Medium,252,56,-0.04,9,Pronunciation,Improve pronunciation.,Reading → Grammar → Speaking,16.23,Low
249,13,7.31,Listening,Easy,521,82,-0.48,7,Vocabulary,Improve pronunciation.,Writing → Reading → Listening,35.0,Low
249,16,7.7,Grammar,Hard,40,64,-0.06,6,Pronunciation,Good progress.,Writing → Reading → Listening,20.52,Low
250,12,9.75,Reading,Hard,541,81,0.2,4,Pronunciation,Good progress.,Writing → Reading → Listening,35.59,Low
250,14,5.74,Writing,Hard,339,71,0.43,6,None,Focus on synonyms.,Reading → Grammar → Speaking,22.41,Low
250,17,3.42,Listening,Easy,63,89,-0.67,6,None,Good progress.,Writing → Reading → Listening,38.93,Low
250,13,6.48,Grammar,Easy,369,78,0.63,9,None,Improve pronunciation.,Writing → Reading → Listening,26.94,Low
250,14,0.68,Grammar,Medium,510,74,-0.31,1,Pronunciation,Focus on synonyms.,Listening → Speaking → Writing,30.64,Low
250,17,8.97,Listening,Medium,122,54,0.01,6,Grammar,Improve pronunciation.,Reading → Grammar → Speaking,16.57,Low
250,13,1.19,Writing,Medium,162,63,0.22,2,Pronunciation,Improve pronunciation.,Listening → Speaking → Writing,28.73,Low
250,11,3.28,Speaking,Medium,448,99,-0.02,7,Grammar,Focus on synonyms.,Reading → Grammar → Speaking,40.49,Medium
250,12,8.16,Reading,Easy,497,84,0.14,7,Vocabulary,Improve pronunciation.,Reading → Grammar → Speaking,35.43,Low
250,13,5.97,Grammar,Easy,473,51,-0.78,8,None,Good progress.,Writing → Reading → Listening,23.09,Low
251,15,3.94,Writing,Medium,59,74,-0.14,10,None,Focus on synonyms.,Listening → Speaking → Writing,33.4,Low
251,16,4.73,Reading,Easy,327,65,-0.44,3,Pronunciation,Practice grammar rules.,Listening → Speaking → Writing,23.82,Low
251,10,8.55,Listening,Easy,90,95,-0.83,9,Grammar,Practice grammar rules.,Writing → Reading → Listening,40.58,Medium
251,15,3.4,Grammar,Easy,487,65,-0.62,2,Vocabulary,Practice grammar rules.,Listening → Speaking → Writing,25.49,Low
251,15,8.7,Speaking,Easy,333,60,0.2,8,Pronunciation,Improve pronunciation.,Listening → Speaking → Writing,33.32,Low
251,16,0.88,Listening,Medium,369,98,-0.61,8,Vocabulary,Improve pronunciation.,Reading → Grammar → Speaking,37.62,Low
251,10,7.77,Grammar,Medium,477,84,-0.64,1,Grammar,Improve pronunciation.,Listening → Speaking → Writing,32.81,Low
251,15,8.48,Writing,Easy,331,72,0.11,5,None,Improve pronunciation.,Listening → Speaking → Writing,24.32,Low
251,13,1.82,Reading,Hard,569,54,0.81,2,None,Focus on synonyms.,Reading → Grammar → Speaking,21.61,Low
251,13,4.3,Reading,Medium,514,84,0.58,4,Grammar,Practice grammar rules.,Writing → Reading → Listening,32.04,Low
252,13,1.65,Grammar,Medium,106,78,0.81,1,None,Good progress.,Reading → Grammar → Speaking,34.4,Low
252,10,7.07,Listening,Hard,544,96,0.17,3,Pronunciation,Focus on synonyms.,Writing → Reading → Listening,42.33,Medium
252,15,5.35,Speaking,Medium,578,54,-0.18,10,Grammar,Practice grammar rules.,Writing → Reading → Listening,25.86,Low
252,17,6.35,Writing,Hard,121,52,0.46,2,None,Practice grammar rules.,Reading → Grammar → Speaking,17.21,Low
252,10,1.96,Grammar,Hard,495,55,-0.48,1,Grammar,Focus on synonyms.,Reading → Grammar → Speaking,9.82,Low
252,13,2.12,Writing,Easy,495,72,-0.84,5,Vocabulary,Focus on synonyms.,Writing → Reading → Listening,29.93,Low
252,16,0.41,Reading,Medium,69,95,-0.31,10,Pronunciation,Focus on synonyms.,Reading → Grammar → Speaking,42.24,Medium
252,15,3.22,Speaking,Hard,358,51,-0.4,2,Pronunciation,Good progress.,Reading → Grammar → Speaking,20.2,Low
252,15,5.6,Writing,Easy,314,67,0.35,3,Pronunciation,Practice grammar rules.,Listening → Speaking → Writing,38.11,Low
252,14,8.58,Grammar,Medium,583,79,0.1,5,None,Good progress.,Reading → Grammar → Speaking,34.06,Low
253,14,6.67,Speaking,Easy,95,87,-0.72,4,Vocabulary,Good progress.,Reading → Grammar → Speaking,33.72,Low
253,11,4.35,Listening,Easy,138,54,0.82,3,None,Good progress.,Listening → Speaking → Writing,25.69,Low
253,17,9.53,Grammar,Hard,444,95,0.19,3,None,Good progress.,Writing → Reading → Listening,48.46,Medium
253,17,7.19,Writing,Medium,121,98,-0.08,1,Grammar,Good progress.,Writing → Reading → Listening,42.04,Medium
253,12,9.3,Speaking,Easy,397,60,0.87,9,Pronunciation,Focus on synonyms.,Reading → Grammar → Speaking,30.66,Low
253,17,5.28,Grammar,Hard,452,50,-0.81,3,None,Good progress.,Reading → Grammar → Speaking,20.17,Low
253,14,2.59,Speaking,Hard,269,59,0.58,7,Pronunciation,Improve pronunciation.,Writing → Reading → Listening,22.68,Low
253,10,0.53,Speaking,Easy,464,90,-0.27,4,Vocabulary,Focus on synonyms.,Reading → Grammar → Speaking,42.35,Medium
253,17,7.26,Speaking,Easy,241,93,0.39,10,Vocabulary,Practice grammar rules.,Writing → Reading → Listening,30.52,Low
253,14,1.21,Writing,Hard,429,75,0.86,9,Pronunciation,Practice grammar rules.,Writing → Reading → Listening,25.22,Low
254,11,3.03,Grammar,Easy,555,82,0.04,9,Pronunciation,Focus on synonyms.,Listening → Speaking → Writing,36.71,Low
254,15,5.32,Reading,Easy,497,76,-0.95,7,Vocabulary,Good progress.,Listening → Speaking → Writing,30.58,Low
254,17,5.64,Reading,Medium,199,99,-0.94,5,Vocabulary,Focus on synonyms.,Reading → Grammar → Speaking,43.28,Medium
254,11,6.01,Writing,Hard,239,61,-0.34,9,None,Practice grammar rules.,Reading → Grammar → Speaking,28.97,Low
254,15,1.66,Writing,Easy,285,51,0.56,4,Vocabulary,Practice grammar rules.,Writing → Reading → Listening,14.91,Low
254,16,3.8,Speaking,Hard,102,50,-0.42,3,None,Focus on synonyms.,Reading → Grammar → Speaking,15.21,Low
254,16,6.17,Grammar,Medium,176,50,-0.33,9,Vocabulary,Improve pronunciation.,Listening → Speaking → Writing,27.72,Low
254,15,9.7,Grammar,Hard,369,82,0.57,8,None,Improve pronunciation.,Writing → Reading → Listening,33.98,Low
254,17,7.28,Listening,Hard,346,71,-0.77,9,Grammar,Improve pronunciation.,Writing → Reading → Listening,27.3,Low
254,12,9.23,Listening,Hard,183,61,0.69,4,Grammar,Practice grammar rules.,Reading → Grammar → Speaking,29.62,Low
255,14,7.62,Reading,Medium,284,88,-0.47,9,None,Improve pronunciation.,Writing → Reading → Listening,42.48,Medium
255,10,5.92,Listening,Medium,380,85,-0.9,10,Pronunciation,Improve pronunciation.,Writing → Reading → Listening,39.67,Low
255,10,1.92,Listening,Hard,576,70,-0.77,5,Grammar,Focus on synonyms.,Writing → Reading → Listening,31.39,Low
255,13,6.67,Reading,Hard,341,69,0.91,6,Vocabulary,Good progress.,Listening → Speaking → Writing,35.79,Low
255,15,6.23,Reading,Medium,163,85,-0.1,10,Pronunciation,Good progress.,Writing → Reading → Listening,38.42,Low
255,10,6.02,Listening,Easy,158,75,-0.49,10,Vocabulary,Focus on synonyms.,Listening → Speaking → Writing,29.04,Low
255,17,4.9,Grammar,Medium,465,96,0.04,0,Grammar,Good progress.,Writing → Reading → Listening,42.18,Medium
255,12,5.29,Listening,Hard,309,80,0.36,8,Vocabulary,Improve pronunciation.,Reading → Grammar → Speaking,37.7,Low
255,15,3.34,Speaking,Easy,387,50,-0.36,7,None,Practice grammar rules.,Reading → Grammar → Speaking,17.26,Low
255,12,5.19,Speaking,Easy,281,87,0.45,10,Pronunciation,Improve pronunciation.,Writing → Reading → Listening,33.52,Low
256,17,1.98,Speaking,Easy,164,63,-0.5,4,Grammar,Focus on synonyms.,Reading → Grammar → Speaking,27.38,Low
256,10,8.05,Writing,Medium,552,75,-0.78,2,Pronunciation,Good progress.,Listening → Speaking → Writing,36.65,Low
256,10,1.86,Speaking,Medium,348,95,0.1,4,None,Focus on synonyms.,Writing → Reading → Listening,39.04,Low
256,13,0.85,Grammar,Medium,109,91,-0.7,4,Grammar,Focus on synonyms.,Listening → Speaking → Writing,38.54,Low
256,10,4.36,Writing,Medium,220,56,0.88,8,Vocabulary,Improve pronunciation.,Writing → Reading → Listening,11.47,Low
256,15,6.58,Writing,Hard,482,61,-1.0,6,Pronunciation,Good progress.,Listening → Speaking → Writing,34.77,Low
256,17,4.38,Speaking,Easy,373,73,0.51,1,Grammar,Practice grammar rules.,Reading → Grammar → Speaking,35.29,Low
256,16,2.77,Listening,Hard,59,68,-0.44,4,Grammar,Improve pronunciation.,Listening → Speaking → Writing,32.27,Low
256,17,5.58,Reading,Medium,443,58,0.69,8,None,Focus on synonyms.,Listening → Speaking → Writing,28.29,Low
256,15,3.47,Listening,Medium,397,84,-0.88,10,Grammar,Focus on synonyms.,Reading → Grammar → Speaking,38.29,Low
257,15,9.33,Listening,Hard,531,53,0.91,1,Grammar,Good progress.,Reading → Grammar → Speaking,31.85,Low
257,13,9.23,Writing,Easy,50,94,-0.8,7,None,Focus on synonyms.,Writing → Reading → Listening,46.26,Medium
257,13,5.02,Writing,Easy,578,91,0.58,2,Vocabulary,Focus on synonyms.,Writing → Reading → Listening,40.85,Medium
257,10,3.28,Writing,Medium,275,81,0.03,3,Vocabulary,Improve pronunciation.,Listening → Speaking → Writing,38.11,Low
257,11,7.37,Grammar,Medium,312,95,-0.14,1,Grammar,Good progress.,Writing → Reading → Listening,42.5,Medium
257,17,0.37,Grammar,Medium,261,55,-0.44,8,Vocabulary,Improve pronunciation.,Listening → Speaking → Writing,18.51,Low
257,17,4.75,Reading,Medium,345,77,0.68,5,None,Practice grammar rules.,Writing → Reading → Listening,30.18,Low
257,11,3.36,Writing,Easy,365,77,-0.6,8,Vocabulary,Focus on synonyms.,Reading → Grammar → Speaking,29.91,Low
257,13,9.21,Speaking,Hard,440,89,0.44,10,Grammar,Improve pronunciation.,Reading → Grammar → Speaking,37.51,Low
257,10,0.12,Writing,Easy,274,100,-0.11,7,None,Improve pronunciation.,Reading → Grammar → Speaking,39.15,Low
258,11,5.53,Grammar,Hard,416,78,1.0,8,Vocabulary,Good progress.,Reading → Grammar → Speaking,27.28,Low
258,10,7.41,Writing,Medium,387,91,0.22,4,Pronunciation,Focus on synonyms.,Listening → Speaking → Writing,40.28,Medium
258,10,4.85,Grammar,Medium,51,54,-0.79,5,Pronunciation,Improve pronunciation.,Reading → Grammar → Speaking,27.24,Low
258,10,0.85,Writing,Hard,48,54,-0.16,6,None,Focus on synonyms.,Reading → Grammar → Speaking,19.93,Low
258,14,9.72,Speaking,Medium,316,86,-0.87,4,Vocabulary,Practice grammar rules.,Reading → Grammar → Speaking,36.29,Low
258,15,5.18,Reading,Easy,305,90,-0.43,0,Grammar,Focus on synonyms.,Reading → Grammar → Speaking,42.33,Medium
258,10,6.14,Speaking,Medium,581,77,-0.31,8,Pronunciation,Focus on synonyms.,Writing → Reading → Listening,33.79,Low
258,14,2.37,Grammar,Medium,101,90,0.71,1,Vocabulary,Improve pronunciation.,Listening → Speaking → Writing,42.02,Medium
258,13,4.83,Listening,Medium,394,96,0.68,6,Vocabulary,Good progress.,Listening → Speaking → Writing,43.92,Medium
258,11,4.29,Speaking,Medium,364,58,-0.98,7,Grammar,Good progress.,Writing → Reading → Listening,20.83,Low
259,15,0.75,Writing,Easy,228,78,0.06,7,Grammar,Good progress.,Writing → Reading → Listening,32.86,Low
259,16,1.06,Reading,Hard,46,63,-0.55,0,Vocabulary,Practice grammar rules.,Listening → Speaking → Writing,29.52,Low
259,11,8.37,Writing,Medium,247,87,-0.36,9,Grammar,Practice grammar rules.,Listening → Speaking → Writing,33.93,Low
259,15,2.4,Writing,Medium,176,89,-0.96,6,None,Improve pronunciation.,Writing → Reading → Listening,30.89,Low
259,16,1.95,Speaking,Easy,239,83,0.5,8,Pronunciation,Good progress.,Reading → Grammar → Speaking,33.89,Low
259,11,5.05,Reading,Easy,443,86,0.9,10,Pronunciation,Practice grammar rules.,Listening → Speaking → Writing,25.42,Low
259,15,7.69,Listening,Easy,359,98,-0.56,10,Vocabulary,Good progress.,Writing → Reading → Listening,24.91,Low
259,11,0.62,Writing,Medium,381,91,-0.32,2,Vocabulary,Good progress.,Reading → Grammar → Speaking,40.39,Medium
259,11,5.77,Reading,Hard,192,63,-0.59,7,Grammar,Practice grammar rules.,Reading → Grammar → Speaking,23.43,Low
259,16,1.19,Listening,Easy,130,67,0.86,7,Pronunciation,Good progress.,Writing → Reading → Listening,25.95,Low
260,11,0.36,Writing,Easy,356,82,-0.98,8,Grammar,Focus on synonyms.,Listening → Speaking → Writing,34.31,Low
260,11,0.53,Reading,Easy,356,83,0.17,7,Vocabulary,Improve pronunciation.,Listening → Speaking → Writing,33.46,Low
260,16,8.34,Speaking,Hard,184,77,0.74,4,Vocabulary,Practice grammar rules.,Reading → Grammar → Speaking,30.07,Low
260,13,1.18,Writing,Medium,39,85,-0.63,4,Vocabulary,Practice grammar rules.,Writing → Reading → Listening,44.75,Medium
260,10,0.45,Writing,Medium,382,94,0.18,2,Vocabulary,Good progress.,Reading → Grammar → Speaking,38.14,Low
260,17,4.38,Reading,Medium,212,97,-0.9,5,Vocabulary,Practice grammar rules.,Reading → Grammar → Speaking,54.4,Medium
260,12,8.44,Writing,Easy,484,86,0.63,9,Vocabulary,Focus on synonyms.,Reading → Grammar → Speaking,32.33,Low
260,14,2.62,Listening,Medium,35,72,-0.45,2,None,Good progress.,Writing → Reading → Listening,28.5,Low
260,12,4.22,Writing,Easy,362,91,0.98,1,None,Focus on synonyms.,Listening → Speaking → Writing,38.69,Low
260,12,0.4,Grammar,Hard,362,66,0.84,6,Grammar,Improve pronunciation.,Reading → Grammar → Speaking,27.29,Low
261,15,4.49,Listening,Hard,287,60,0.47,9,None,Improve pronunciation.,Listening → Speaking → Writing,30.4,Low
261,10,5.78,Reading,Medium,240,81,-0.01,2,Grammar,Focus on synonyms.,Listening → Speaking → Writing,23.29,Low
261,15,5.71,Listening,Easy,80,86,0.53,3,Grammar,Good progress.,Writing → Reading → Listening,44.45,Medium
261,10,3.32,Grammar,Easy,474,64,-0.74,10,None,Improve pronunciation.,Listening → Speaking → Writing,17.22,Low
261,16,3.16,Grammar,Medium,406,53,-0.38,9,Pronunciation,Good progress.,Listening → Speaking → Writing,18.36,Low
261,16,1.07,Writing,Hard,515,88,-0.95,7,Grammar,Good progress.,Reading → Grammar → Speaking,36.08,Low
261,17,3.67,Writing,Hard,80,79,0.29,0,Vocabulary,Improve pronunciation.,Writing → Reading → Listening,35.75,Low
261,10,0.99,Speaking,Hard,183,59,0.61,8,Grammar,Improve pronunciation.,Writing → Reading → Listening,23.1,Low
261,11,7.67,Listening,Hard,339,72,0.89,5,Grammar,Focus on synonyms.,Reading → Grammar → Speaking,29.21,Low
261,13,9.66,Speaking,Hard,428,73,0.37,1,Pronunciation,Good progress.,Reading → Grammar → Speaking,33.03,Low
262,17,9.7,Grammar,Medium,163,85,0.46,2,Vocabulary,Focus on synonyms.,Listening → Speaking → Writing,35.72,Low
262,17,8.65,Writing,Medium,249,54,0.79,4,Pronunciation,Practice grammar rules.,Listening → Speaking → Writing,30.21,Low
262,11,6.01,Writing,Medium,192,86,0.87,10,Pronunciation,Practice grammar rules.,Writing → Reading → Listening,39.66,Low
262,13,7.01,Writing,Hard,598,92,-0.02,5,Pronunciation,Practice grammar rules.,Writing → Reading → Listening,41.64,Medium
262,15,2.85,Reading,Hard,531,68,-0.78,8,Grammar,Practice grammar rules.,Listening → Speaking → Writing,33.37,Low
262,13,6.31,Grammar,Medium,144,86,-0.07,1,Vocabulary,Improve pronunciation.,Reading → Grammar → Speaking,38.93,Low
262,15,4.56,Writing,Medium,528,57,0.11,4,Vocabulary,Improve pronunciation.,Writing → Reading → Listening,23.58,Low
262,16,4.82,Grammar,Hard,501,56,0.26,6,Pronunciation,Focus on synonyms.,Reading → Grammar → Speaking,16.2,Low
262,12,7.58,Writing,Easy,178,89,0.98,10,None,Improve pronunciation.,Listening → Speaking → Writing,47.19,Medium
262,16,2.82,Listening,Medium,270,62,0.84,10,Vocabulary,Improve pronunciation.,Writing → Reading → Listening,31.26,Low
263,16,3.18,Grammar,Hard,152,86,-0.21,6,Vocabulary,Improve pronunciation.,Writing → Reading → Listening,29.71,Low
263,12,9.25,Speaking,Hard,98,76,-0.77,3,Pronunciation,Practice grammar rules.,Listening → Speaking → Writing,37.54,Low
263,13,0.56,Reading,Medium,92,67,-0.57,2,Grammar,Focus on synonyms.,Listening → Speaking → Writing,30.07,Low
263,17,4.86,Speaking,Easy,45,73,-0.65,7,Pronunciation,Good progress.,Reading → Grammar → Speaking,26.24,Low
263,13,9.13,Grammar,Hard,419,90,-0.29,1,None,Good progress.,Reading → Grammar → Speaking,46.57,Medium
263,15,6.1,Writing,Medium,287,51,0.75,4,None,Good progress.,Listening → Speaking → Writing,23.66,Low
263,11,5.46,Grammar,Hard,246,65,-0.12,9,Pronunciation,Practice grammar rules.,Listening → Speaking → Writing,22.0,Low
263,15,2.5,Reading,Hard,508,63,0.13,4,None,Improve pronunciation.,Listening → Speaking → Writing,20.46,Low
263,11,3.43,Grammar,Hard,143,66,-0.64,0,Grammar,Improve pronunciation.,Writing → Reading → Listening,30.51,Low
263,16,8.52,Writing,Hard,409,55,-0.01,6,Grammar,Good progress.,Listening → Speaking → Writing,20.18,Low
264,12,5.59,Speaking,Easy,266,84,0.75,3,Grammar,Good progress.,Writing → Reading → Listening,32.3,Low
264,16,5.15,Listening,Medium,505,66,0.55,9,None,Focus on synonyms.,Listening → Speaking → Writing,30.17,Low
264,10,1.0,Speaking,Medium,158,94,-0.84,1,Grammar,Practice grammar rules.,Writing → Reading → Listening,35.5,Low
264,13,0.16,Writing,Medium,539,87,0.72,7,Pronunciation,Improve pronunciation.,Reading → Grammar → Speaking,32.8,Low
264,11,9.64,Writing,Medium,194,89,-0.45,3,Grammar,Good progress.,Reading → Grammar → Speaking,35.24,Low
264,15,3.77,Reading,Medium,306,55,0.33,0,None,Good progress.,Writing → Reading → Listening,27.49,Low
264,12,6.03,Grammar,Easy,286,97,-0.71,7,Vocabulary,Focus on synonyms.,Reading → Grammar → Speaking,47.1,Medium
264,11,0.8,Grammar,Hard,161,87,0.35,10,None,Improve pronunciation.,Reading → Grammar → Speaking,26.51,Low
264,15,6.83,Speaking,Hard,599,98,-0.93,6,Pronunciation,Improve pronunciation.,Writing → Reading → Listening,36.73,Low
264,13,9.33,Listening,Medium,286,70,0.2,2,Pronunciation,Focus on synonyms.,Listening → Speaking → Writing,20.37,Low
265,16,5.76,Listening,Hard,170,84,0.29,2,None,Focus on synonyms.,Listening → Speaking → Writing,36.76,Low
265,13,1.26,Reading,Hard,238,72,-0.51,6,Grammar,Improve pronunciation.,Writing → Reading → Listening,30.6,Low
265,14,5.82,Writing,Hard,548,61,0.87,1,Grammar,Focus on synonyms.,Reading → Grammar → Speaking,22.3,Low
265,10,7.66,Reading,Medium,80,78,-0.91,4,Vocabulary,Good progress.,Listening → Speaking → Writing,31.91,Low
265,14,4.06,Grammar,Medium,532,76,0.78,6,Grammar,Improve pronunciation.,Listening → Speaking → Writing,34.31,Low
265,12,8.8,Writing,Easy,288,55,-0.24,5,Pronunciation,Practice grammar rules.,Reading → Grammar → Speaking,32.9,Low
265,11,6.49,Reading,Medium,207,70,0.43,9,Grammar,Improve pronunciation.,Writing → Reading → Listening,26.35,Low
265,12,8.99,Speaking,Easy,572,56,0.3,6,None,Focus on synonyms.,Writing → Reading → Listening,26.04,Low
265,16,6.24,Grammar,Medium,385,92,-0.66,1,None,Practice grammar rules.,Listening → Speaking → Writing,42.3,Medium
265,15,1.31,Listening,Hard,347,90,-0.36,6,Vocabulary,Good progress.,Writing → Reading → Listening,45.78,Medium
266,13,3.1,Reading,Easy,393,65,0.06,1,Pronunciation,Good progress.,Reading → Grammar → Speaking,29.84,Low
266,14,2.02,Grammar,Easy,84,54,0.69,6,None,Good progress.,Writing → Reading → Listening,32.15,Low
266,17,9.09,Grammar,Easy,185,64,0.91,7,Pronunciation,Focus on synonyms.,Writing → Reading → Listening,21.42,Low
266,14,7.6,Listening,Medium,73,70,-0.96,9,Grammar,Improve pronunciation.,Writing → Reading → Listening,32.44,Low
266,16,6.76,Listening,Easy,571,53,-0.29,7,Vocabulary,Focus on synonyms.,Writing → Reading → Listening,22.18,Low
266,14,3.01,Listening,Medium,351,54,0.34,4,Vocabulary,Improve pronunciation.,Reading → Grammar → Speaking,22.98,Low
266,16,1.84,Reading,Easy,43,56,0.06,6,Grammar,Focus on synonyms.,Writing → Reading → Listening,17.28,Low
266,17,7.56,Listening,Medium,386,84,0.89,10,None,Good progress.,Listening → Speaking → Writing,41.98,Medium
266,12,4.74,Speaking,Easy,512,85,-0.97,7,Pronunciation,Focus on synonyms.,Writing → Reading → Listening,38.63,Low
266,13,2.26,Grammar,Hard,388,64,-0.12,3,Pronunciation,Improve pronunciation.,Listening → Speaking → Writing,28.04,Low
267,11,6.17,Listening,Hard,347,77,0.34,1,Pronunciation,Good progress.,Reading → Grammar → Speaking,24.98,Low
267,15,0.4,Grammar,Easy,104,51,-0.56,6,None,Good progress.,Writing → Reading → Listening,25.49,Low
267,11,3.26,Writing,Medium,223,54,0.45,0,Grammar,Practice grammar rules.,Listening → Speaking → Writing,20.25,Low
267,12,4.69,Writing,Medium,392,56,-0.84,1,Pronunciation,Improve pronunciation.,Writing → Reading → Listening,20.79,Low
267,15,1.48,Listening,Medium,125,71,-0.1,9,None,Practice grammar rules.,Writing → Reading → Listening,21.41,Low
267,14,9.85,Grammar,Hard,69,98,0.35,6,Pronunciation,Practice grammar rules.,Listening → Speaking → Writing,40.89,Medium
267,17,2.09,Writing,Hard,426,80,-0.47,9,None,Practice grammar rules.,Reading → Grammar → Speaking,29.96,Low
267,17,1.3,Listening,Hard,136,81,-0.85,0,Grammar,Good progress.,Reading → Grammar → Speaking,40.5,Medium
267,10,2.04,Grammar,Medium,46,57,0.91,6,Pronunciation,Practice grammar rules.,Reading → Grammar → Speaking,18.79,Low
267,12,7.69,Listening,Medium,556,90,0.83,4,Grammar,Improve pronunciation.,Reading → Grammar → Speaking,35.31,Low
268,12,4.26,Grammar,Medium,528,91,0.85,10,Vocabulary,Improve pronunciation.,Reading → Grammar → Speaking,34.73,Low
268,13,5.65,Writing,Easy,554,60,0.96,2,None,Practice grammar rules.,Reading → Grammar → Speaking,22.4,Low
268,11,0.21,Listening,Easy,72,50,-0.63,10,Vocabulary,Practice grammar rules.,Writing → Reading → Listening,13.42,Low
268,12,0.34,Writing,Easy,379,96,-0.68,1,Grammar,Practice grammar rules.,Writing → Reading → Listening,42.65,Medium
268,12,4.46,Listening,Hard,59,89,-0.93,6,Grammar,Practice grammar rules.,Listening → Speaking → Writing,36.47,Low
268,14,8.17,Reading,Hard,470,68,0.78,8,Grammar,Practice grammar rules.,Reading → Grammar → Speaking,27.15,Low
268,14,8.85,Writing,Medium,571,93,0.51,8,Pronunciation,Practice grammar rules.,Reading → Grammar → Speaking,36.8,Low
268,15,0.87,Writing,Easy,484,87,0.27,9,Pronunciation,Focus on synonyms.,Reading → Grammar → Speaking,35.79,Low
268,16,5.38,Speaking,Medium,123,91,0.86,9,Grammar,Good progress.,Listening → Speaking → Writing,34.89,Low
268,16,9.13,Writing,Easy,324,86,0.15,7,Grammar,Good progress.,Writing → Reading → Listening,37.1,Low
269,10,3.88,Grammar,Easy,578,56,-0.74,1,Pronunciation,Good progress.,Writing → Reading → Listening,26.85,Low
269,16,8.3,Listening,Medium,118,88,-0.65,0,Pronunciation,Practice grammar rules.,Reading → Grammar → Speaking,40.41,Medium
269,13,1.34,Reading,Medium,532,74,-0.74,7,None,Focus on synonyms.,Writing → Reading → Listening,37.49,Low
269,10,9.35,Grammar,Easy,243,71,-0.38,1,Grammar,Good progress.,Writing → Reading → Listening,37.0,Low
269,15,7.51,Grammar,Easy,451,76,-0.24,3,Pronunciation,Improve pronunciation.,Writing → Reading → Listening,35.01,Low
269,14,9.41,Grammar,Hard,555,90,0.59,3,Pronunciation,Good progress.,Reading → Grammar → Speaking,41.43,Medium
269,16,6.77,Grammar,Medium,221,96,-0.62,1,Vocabulary,Good progress.,Writing → Reading → Listening,51.13,Medium
269,11,3.63,Reading,Medium,253,87,0.45,3,Grammar,Good progress.,Writing → Reading → Listening,32.6,Low
269,14,9.38,Speaking,Medium,584,97,-0.02,6,Grammar,Good progress.,Listening → Speaking → Writing,44.5,Medium
269,17,2.76,Writing,Medium,416,88,1.0,5,Pronunciation,Improve pronunciation.,Reading → Grammar → Speaking,32.22,Low
270,13,3.32,Grammar,Easy,503,64,0.55,9,Vocabulary,Practice grammar rules.,Writing → Reading → Listening,30.86,Low
